dataset shorthand,type,Genus.ncbi,Species.ncbi,Species.name (queried GBIF),reason no map,IUCN?,to check,Range source,Range source website,Range description,Range errors,"Action (fine = no action needed; fine.unconfirmed = gbif records look good but no good info to check against; excl.points=exclude points according to code (lts, longs & gbifIDs); country.codes = use country codes as well as lats/longs/gbifIDs; remove.use.IUCN = remove from GBIF pipeline & use IUCN map; remove = unsolveable rnage errors, remove species entirely; partial.range = use only the part of the range where the thermal tolerance data come from (for sp with disjunct distributions in multiple coasts/continents) ",Action remove explanation,countries in range,country.codes,gbifIDs.to.excl,code to get gbifIDs to excl,excl.lon.below,excl.lon.above,excl.lat.below,excl.lat.above,who did final code,potential good gbif range for IUCN comp,Realm,Body Mass,tmax,tmax_metric,Sex,tmax_pretreatment,Rate of change (ramping temp) C/MIN,latctmax,longctmax,elevationctmax,REF_ctmax,location_ctmax,ctmin,tmin_metric,sex,Rate of change (ramping temp) c/min,tmin_pretreatment,latctmin,longctmin,elevationctmin,REF_ctmin,location_ctmin,Thropic position,dataset,birth Wild or Captive,thermal tolerance notes,original order,Genus (sDIV dataset May),Species (sDIV dataset May),Kingdom,Phylum,Class,Order,Family,NCBI.UID,change,double?,taxonomic issues
plants,angiosperm,Phygelius,capensis,Phygelius capensis,,,,"wikii; Manning ""Field guide to Fynbos""",,native to S Africa.  RHS: Temp S Africa.  Fieldguid has as Lesotho & Drakensberg in eastern cape - very little in KZN,range in SA is good,country.codes,,,ZA;LS,,,25,30,,,AH,,Terrestrial,,,,,,,,,,,,-9,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Phygelius,capensis,Plantae,Streptophyta,Pentapetalae,Lamiales,Scrophulariaceae,255889,,,
plants,angiosperm,Phyllachne,colensoi,Phyllachne colensoi,,,,no single good source but seems native to NZ & Tasmania and gbif points look coehesive,http://www.nzpcn.org.nz/flora_details.aspx?ID=1113,NZ & Tasmaina,,fine,,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-7.7,LT50,,0.083,FF,-45.4,170.1,1240,Bannister et al. 2005,1,,,W,Foliage New Zealand FF = processed within 24hrs  ,,Phyllachne,colensoi,Plantae,Streptophyta,Pentapetalae,Asterales,Stylidiaceae,181591,,,
plants,gymnosperm,Phyllocladus,alpinus,Phyllocladus alpinus,,,,New Zealand Plant Conservation Network,http://www.nzpcn.org.nz/flora_details.aspx?ID=1115,"NZ Endemic. New Zealand: North and South Islands. In the North Island present from the Kaingaroa Plain, Whirinaki and Pureora (and frost flats nearby) south through the Central Volcanic Plateau, and main axial ranges. In the South Island - throughout.",,country.codes,,,NZ,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-15.6,LT50,,0.0835,FF,-43.12,171.7,1365,Cieraad et al 2012,1,,,W,Foliage   ,,Phyllocladus,alpinus,Plantae,Streptophyta,Pinidae,Araucariales,Podocarpaceae,120601,subclass used,,
plants,gymnosperm,Phyllocladus,aspleniifolius,Phyllocladus aspleniifolius,,,,Australian Native Plants Society; IUCN,http://anpsa.org.au/p-aspl.html; http://www.iucnredlist.org/details/42266/0,"Tasmania.  IUCN: Endemic to Tasmania, Australia. This species is widespread and common in Tasmania, with greatest abundance in the western highlands but it is also present in the east of the island on mountains and elevated islands.",,excl.points,,,,,,140,155,-39,,AH,,Terrestrial,,,,,,,,,,,,-10.8,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Phyllocladus,aspleniifolius,Plantae,Streptophyta,Pinidae,Araucariales,Podocarpaceae,120602,used subclass,,
plants,gymnosperm,Pinus,contorta,Pinus contorta,,,,wikipedia range map,https://en.wikipedia.org/wiki/Pinus_contorta#/media/File:Pinus_contorta_subspecies_range_map_2.png,lodegpole pine: N Baja (extreme outlier) N to  Yukon,,country.codes,,,MX;US;CA,,,-150,-90,20,65,AH,,Terrestrial,,,,,,,,,,,,-18,LT50,,0.0835,FF,-43.12,171.7,1400,Cieraad et al 2012,1,,,W,Foliage   ,,Pinus,contorta,Plantae,Streptophyta,Pinidae,Pinales,Pinaceae,3339,subclass used,,
plants,gymnosperm,Pinus,halepensis,Pinus halepensis,,,,wikipedia range map,https://en.wikipedia.org/wiki/Pinus_halepensis#/media/File:Mapa-pinus-halepensis1.png,"Aleppo pine, is generally found at low altitudes, mostly from sea level to 200¾m (660¾ft), but can grow up to 1,000¾m (3,300¾ft) in southern Spain, well over 1,200¾m (3,900¾ft) on Crete, and up to 1,700¾m (5,600¾ft) in the south, in Morocco, Algeria and Tunisia","few outliers, mostly pretty goos",excl.points,,,,,,-15,40,30,46,AH,,Terrestrial,,47.9,tmax,,30,1,42.49,2.25,770,Froux et al 2004,,,,,,,,,,,,,,W,Foliage from seeding  TC= critical temperature at ground fluorescence breakpoint  ,,Pinus,halepensis,Plantae,Streptophyta,Pinidae,Pinales,Pinaceae,71633,subclass used,,
plants,gymnosperm,Pinus,nigra,Pinus nigra,,,,wikipedia range map,https://en.wikipedia.org/wiki/Pinus_nigra#/media/File:Pinus_nigra_map.png,"S & C Europe incl Turkey: Pinus nigra is a tree of the Mediterranean forests, woodlands, and scrub biome. The majority of the range is in Turkey.","missing S RL in itally, turkey but if drew polygon around all point S RL would be fine.  N RL goes way higher than description",excl.points,,,,,,,,,48.5,AH,,Terrestrial,,47.2,tmax,,30,1,42.49,2.25,770,Froux et al 2004,,,,,,,,,,,,,,W,Foliage from seeding  TC= critical temperature at ground fluorescence breakpoint  ,,Pinus,nigra,Plantae,Streptophyta,Pinidae,Pinales,Pinaceae,58042,subclass used,,
plants,gymnosperm,Pinus,pinaster,Pinus pinaster,,,,IUCN,http://www.iucnredlist.org/details/42390/0,"Occurs in southwest and southern Europe and in North Africa in Morocco, and along the border between Algeria and Tunisia. Algeria; France (Corsica); Gibraltar; Italy (Sardegna, Sicilia); Monaco; Morocco; Portugal; Spain (Baleares); Tunisia",missing S RL (N Africa),remove,missing S RL (N Africa),,,,,,,,,AH,,Terrestrial,,43.5,T50,,,0.5,40.3,-3.7,600,Godoy et al 2011,,,,,,,,,,,,,,W,foliage t50 = 50% of initial Fv/Fm values a critical not a lethal temp   ,,Pinus,pinaster,Plantae,Streptophyta,Pinidae,Pinales,Pinaceae,71647,subclass used,,
plants,angiosperm,Pistacia,terebinthus,Pistacia terebinthus,,,,,,,,,,,,,,,,,,,,Terrestrial,,43.2,T50,,,0.5,40.3,-3.7,600,Godoy et al 2011,,,,,,,,,,,,,,W,foliage t50 = 50% of initial Fv/Fm values a critical not a lethal temp   ,,Pistacia,terebinthus,Plantae,Streptophyta,Pentapetalae,Sapindales,Anacardiaceae,434238,unranked level used,,
plants,angiosperm,Pittosporum,eugenioides,Pittosporum eugenioides,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-7.8,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Pittosporum,eugenioides,Plantae,Streptophyta,Pentapetalae,Apiales,Pittosporaceae,317702,used unranked level Pentapetalae,,
plants,angiosperm,Pittosporum,tenuifolium,Pittosporum tenuifolium,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-11.9,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Pittosporum,tenuifolium,Plantae,Streptophyta,Pentapetalae,Apiales,Pittosporaceae,384971,used unranked level Pentapetalae,,
plants,moss,Plagiomnium,acutum,Plagiomnium acutum,,,,,,,,,,,,,,,,,,,,Terrestrial,,44.1,LT50,,,,28.25,109.67,325,Liu et al 2003,1,,,,,,,,,,,,,W,50% injury to the plants    ,,Plagiomnium,acutum,Plantae,Streptophyta,Bryopsida,Bryales,Mniaceae,417132,,,
plants,moss,Plagiomnium,affine,Plagiomnium affine,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-24.8,LT50,,,,51,6.8,50,Rôtten & Santarius 1992,1,,,W,50% irreversible inactivation of the net photosynthetic capacity of the plants    ,,Plagiomnium,affine,Plantae,Streptophyta,Bryopsida,Bryales,Mniaceae,66997,,,
plants,moss,Plagiomnium,undulatum,Plagiomnium undulatum,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-26,LT50,,,,51,6.8,50,Rôtten & Santarius 1992,1,,,W,50% irreversible inactivation of the net photosynthetic capacity of the plants    ,,Plagiomnium,undulatum,Plantae,Streptophyta,Bryopsida,Bryales,Mniaceae,95766,,,
plants,angiosperm,Poa,colensoi,Poa colensoi,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-14.4,LT50,,0.083,FF,-45.4,170.1,1240,Bannister et al. 2005,1,,,W,Foliage New Zealand FF = processed within 24hrs  ,,Poa,colensoi,Plantae,Streptophyta,Liliopsida,Poales,Poaceae,289851,,,
plants,angiosperm,Poa,pygmaea,Poa pygmaea,no occurances,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-13,LT50,,0.083,FF,-44.9,169.1,1520,Bannister et al. 2005,1,,,W,Foliage New Zealand FF = processed within 24hrs  ,,Poa,pygmaea,Plantae,Streptophyta,Liliopsida,Poales,Poaceae,NA,,,
plants,gymnosperm,Podocarpus,henkelii,Podocarpus henkelii,,,,PlantZA,http://www.plantzafrica.com/plantnop/podocarphenk.htm,"S Africa: from the former Transkei in the Eastern Cape to KwaZulu-Natal. It is most abundant in moist inland forest, locally common in montane forest of the Northern KwaZulu-Natal Drakensberg",,country.codes,,,ZA;SZ,,,,,,-22,AH,,Terrestrial,,,,,,,,,,,,-4.7,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Podocarpus,henkelii,Plantae,Streptophyta,Pinidae,Araucariales,Podocarpaceae,3366,subclass used,,
plants,gymnosperm,Podocarpus,latifolius,Podocarpus latifolius,,,,PlantZA; IUCN; Louppe (2008) Plant resources of tropical africa; Flora of the Sudan-Uganda border area place convincingly up there,http://www.plantzafrica.com/plantnop/podocarplati.htm; http://www.iucnredlist.org/details/42510/0; ,"PlantZA: grows naturally in mountainous areas and forests in the southern, eastern and northern parts of South Africa, extending into Zimbabwe and further north.  IUCN: The reduction in area of occupancy... due to logging that occurred on an extensive scale in the past cannot be accurately quantified but is very likely to have been quite substantial. South Africa (Eastern Cape Province, Free State, KwaZulu-Natal, Limpopo Province, Mpumalanga, Northern Cape Province, Western Cape); Swaziland.  Leistner 1966 Flora of southern africa cited in www.conifers.org: ""Found in the Cape Peninsula, the high forests in the southern districts of the Cape Province and in coastal and midland climax forests from the Eastern Cape to the northern Transvaal"". Flora of the Sudan-Uganda border discusses spp in 'P. latifolia forests"".  Louppe range map goes north to Sudan and W to Nigeria but stops at Zimbabwe (ie not South AFrica). wierdo.","frsutrating but can't figure out what the real range should be.  Taxonomic problems?  If range extends into sudan then gbif points miss the N RL, although they do capture the S-U border",remove,conflicting range accounts,,,,,,45,,,AH,,Terrestrial,,,,,,,,,,,,-6,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Podocarpus,latifolius,Plantae,Streptophyta,Pinidae,Araucariales,Podocarpaceae,120620,,,
plants,gymnosperm,Podocarpus,nivalis,Podocarpus nivalis,,,,New Zealand Plant Conservation Network,http://www.nzpcn.org.nz/flora_details.aspx?ID=1175,Endemic. New Zealand: North and South Islands from Mt Hikurangi and Mt Pirongia south.,none,country.codes,,,NZ,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-13.5,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Podocarpus,nivalis,Plantae,Streptophyta,Pinidae,Araucariales,Podocarpaceae,120625,used subclass,,
plants,gymnosperm,Podocarpus,salignus,Podocarpus salignus,,,,IUCN,http://www.iucnredlist.org/details/32030/0,"Endemic to Chile where it occurs in the Andes and the Coastal Cordillera. Its distribution includes the following geopolitical units: Regi„n VII -Maule: (Prov. de Cauquenes, Prov. de Linares, Prov. de Talca); Regi„n VIII - BiobÍo: (Prov. de Arauco, Prov. de BiobÍo, Prov. de Concepci„n, Prov. de ‹uble); Regi„n IX - AraucanÍa: (Prov. de CautÍn , Prov. de Malleco);¾ Regi„n X - Los Lagos: (Prov. Osorno, Prov. de Valdivia).",,country.codes,,,CL,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-12.4,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South American plant in NZ Botanical gardens   ,,Podocarpus,salignus,Plantae,Streptophyta,Pinidae,Araucariales,Podocarpaceae,120631,,,
plants,gymnosperm,Podocarpus,totara,Podocarpus totara,,,,New Zealand Plant Conservation Network; IUCN,http://www.iucnredlist.org/details/42537/0,NZPCN: Endemic. Common throughout most of the North and South Islands. Present but extremely scarce on Stewart Island (Freshwater River).  IUCN: Endemic to New Zealand occurring on North Island and South Island.,none,country.codes,,,NZ,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-7.5,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Podocarpus,totara,Plantae,Streptophyta,Pinidae,Araucariales,Podocarpaceae,56901,used subclass,,
plants,angiosperm,Podranea,ricasoliana,Podranea ricasoliana,,,,PlantZA,http://www.plantzafrica.com/plantnop/podranricasol.htm,"Many South African botanists suspect that this climber may not be indigenous to southern Africa and that it was introduced here by slave traders. All the sites where both Podranea ricasoliana and Podranea brycei are found have ancient connections with slave traders, who frequented the eastern coast of Africa long before the 1600's. It has become such a widely grown garden plant in all the warmer parts of the world that it may prove difficult to find its real origin.",too hard to establish original range,remove,original range unclear,,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,1.2,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Podranea,ricasoliana,Plantae,Streptophyta,Pentapetalae,Lamiales,Bignoniaceae,83955,,,
plants,moss,Polytrichum,formosum,Polytrichum formosum,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-21.5,LT50,,,,51,6.8,50,Rôtten & Santarius 1992,1,,,W,50% irreversible inactivation of the net photosynthetic capacity of the plants    ,,Polytrichum,formosum,Plantae,Streptophyta,Polytrichopsida,Polytrichales,Polytrichaceae,41836,,,
plants,angiosperm,Pomaderris,apetala,Pomaderris apetala,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-5.9,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Pomaderris,apetala,Plantae,Streptophyta,Pentapetalae,Rosales,Rhamnaceae,NA,used unranked level Pentapetalae,,
plants,angiosperm,Pouteria,costata,Pouteria costata,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-4.9,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Pouteria,costata,Plantae,Streptophyta,Pentapetalae,Ericales,Sapotaceae,384974,used unranked level Pentapetalae,,
plants,angiosperm,Prostanthera,nivea,Prostanthera nivea,,,,Atlas of living Australia but range map matches gbif a bit too closelyÄ  Flora of Victoria,http://bie.ala.org.au/species/urn:lsid:biodiversity.org.au:apni.taxon:468097; http://data.rbg.vic.gov.au/vicflora/flora/taxon/19d8e98e-45ad-43c6-8e07-65e7bd0f2969,"SW australia; Flora of Victoria says ""Prostanthera nivea var. induta Benth. is restricted to the Warrumbungle Ranges and Pilliga region of New South Wales.""  Cunningham guide says occurs in central & central-east parts of western New South Wales.  Yllaroo says: Prostanthera nivea var. nivea is found in Queensland, New South Wales and Victoria. Prostanthera nivea var. induta is confined to the Warrumbungle Ranges in central-western New South Wales.",overall range including both subsp seems accurate,country.codes,,,AU,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-4.6,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,Australian plant in NZ Botanical gardens   ,,Prosanthera,nivea,Plantae,Streptophyta,Pentapetalae,Lamiales,Lamiaceae,38863,genus name updated,,
plants,angiosperm,Protea,cynaroides,Protea cynaroides,,,,PlantZA,http://www.plantzafrica.com/plantnop/proteacyna.htm,king protea = SA endemic,,country.codes,,,ZA,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-5.2,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Protea,cynaroides,Plantae,Streptophyta,stem eudicotyledons,Proteales,Proteaceae,273540,unranked level used,,
plants,angiosperm,Protea,neriifolia,Protea neriifolia,,,,PlantZA; proteaatlas,http://www.plantzafrica.com/plantnop/proteaneriif.htm,"oleanderleaf protea: Protea neriifolia is a very widespread species and occurs from sea-level to 1300 m altitude in the southern coastal mountain ranges from just east of Cape Town to Port Elizabeth. It grows mainly on soils derived from Table Mountain Sandstone, often in large stands. protea atlas: Hottentots-Holland Mountains to Riviersonderend Mountains and Langeberg to Winterhoek Mountains and Elandsberg, Rooiberg, Kammanasie Mountains, Potberg, Tulbagh and Ceres",get rid of disjunct point in SA (its outside listed mt ranges),country.codes,,,ZA,,,,26,,-32.5,AH,,Terrestrial,,,,,,,,,,,,-4.8,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Protea,neriifolia,Plantae,Streptophyta,stem eudicotyledons,Proteales,Proteaceae,83737,,,
plants,angiosperm,Protea,repens,Protea repens,,,,PlantZA,http://www.plantzafrica.com/plantnop/protearepens.htm,"common sugarbush: Protea repens occurs in the Southern part of South Africa and grows from high in the mountains of the Bokkeveld Escarpment along the South West Cape to East of Grahamstown in the Eastern part of the Cape.  mostly occurs on the flats, coastal forelands, lower and middle mountain slopes,but has been found up to 1500 m",,country.codes,,,ZA,,,,27.4,,,AH,,Terrestrial,,,,,,,,,,,,-4.9,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Protea,repens,Plantae,Streptophyta,stem eudicotyledons,Proteales,Proteaceae,4332,,,
plants,gymnosperm,Prumnopitys,andina,Prumnopitys andina,,,,IUCN,http://www.iucnredlist.org/details/35934/0,"Endemic to Chile where its main distribution is in the Andes from Region VII (Province Linares, 35_ 52') to Region IX (Province Malleco, 39_ 30'S). It also has a single location on the eastern slopes of the Coastal Cordillera in Region IX and one location in the Central Depression Region IX (Province Malleco, 38_ 20'S) (Hechenleitner et al. 2005). (old argentine specimen no good)",,country.codes,,,CL,,,,,-40,-35,AH,,Terrestrial,,,,,,,,,,,,-14.3,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South American plant in NZ Botanical gardens   ,,Prumnopitys,andina,Plantae,Streptophyta,Pinidae,Araucariales,Podocarpaceae,120634,,,
plants,gymnosperm,Prumnopitys,taxifolia,Prumnopitys taxifolia,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-11.1,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Prumnopitys,taxifolia,Plantae,Streptophyta,Pinidae,Araucariales,Podocarpaceae,56903,used subclass,,
plants,angiosperm,Prunus,ilicifolia,Prunus ilicifolia,,,,,,,,,,,,,,,,,,,,Terrestrial,,60.8,tmax,,FF,,33.5,-117.1,375,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Prunus,ilicifolia,Plantae,Streptophyta,Pentapetalae,Rosales,Rosaceae,23206,unranked level used,,
plants,angiosperm,Pseudopanax,arboreus,Pseudopanax arboreus,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-9.1,LT50,,,FF,-45.9,170.5,70,Bannister & Lord 2010,1,,,W,Foliage New Zealand native range ,,Pseudopanax,arboreus,Plantae,Streptophyta,Pentapetalae,Apiales,Araliaceae,46409,used unranked level Pentapetalae,,
plants,angiosperm,Pseudoselago,densifolia,Pseudoselago densifolia,,,,SANBI,http://redlist.sanbi.org/species.php?species=1063-7,"very limited, in western Western cape",,fine,,,ZA,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-4.7,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Pseudoselago,densifolia,Plantae,Streptophyta,Pentapetalae,Lamiales,Scrophulariaceae,248408,,,
plants,angiosperm,Psoralea,pinnata,Psoralea pinnata,,,,PlantZA,http://www.plantzafrica.com/plantnop/psoraleapin.htm,"native to southern Africa (not australia) Psoralea pinnata is a fairly widespread species growing from the Clanwilliam District south towards the Cape Peninsula and then eastwards and northwards through George and Knysna to the Eastern Cape, KwaZulu-Natal, Swaziland and Mphumalanga",,country.codes,,,ZA;SZ; MZ,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-4.8,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Psorlea,pinnata,Plantae,Streptophyta,Pentapetalae,Fabales,Fabaceae,760015,,,
plants,angiosperm,Quercus,agrifolia,Quercus agrifolia,,,,wikipedia range map,https://en.wikipedia.org/wiki/Quercus_agrifolia#/media/File:Quercus_agrifolia_range_map_1.png,California to N Baja,excl outliesrs in N Cali & E MX,country.codes,,,US;MX,,,,,30,40,AH,,Terrestrial,,62.4,tmax,,FF,,33.5,-117.1,375,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Quercus,agrifolia,Plantae,Streptophyta,Pentapetalae,Fagales,Fagaceae,97693,unranked level used,,
plants,angiosperm,Quercus,ilex,Quercus ilex,,,,Plants for a futre; Figshare,http://www.pfaf.org/user/Plant.aspx?LatinName=Quercus+ilex; https://figshare.com/articles/_Map_of_the_current_distribution_range_of_Holm_oak_Quercus_ilex_in_the_Mediterranean_basin_/854047,European mediterranean to N Africa,missing S RL (N Africa),remove,missing S RL (N Africa),,,,,,,,,AH,,Terrestrial,,42.6,LT50,,,1,39.69,-5.36,690,Gimeno 2009,1,-8.1,LT50,,1,,39.69,-5.36,690,Gimeno 2009,1,,,W,Foliage from seeding    ,,Quercus,ilex,Plantae,Streptophyta,Pentapetalae,Fagales,Fagaceae,58334,unranked level used,,
plants,angiosperm,Quercus,rubra,Quercus rubra,,,,wikipedia range map,https://en.wikipedia.org/wiki/Quercus_rubra#/media/File:Quercus_rubra_range_map_1.png,easrn US & Can,"weird that we're missing points for such a notable spp, but missing S RL (goes almost all the way to gulf of florida)",remove,missing S RL (almost to gulf of MX),,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-39,LT50,,,,43.04,-73,340,Gurney et al 2011,1,,,W,LEAVES based on Relative electrolyte leakage (REL)   ,,Quercus,rubra,Plantae,Streptophyta,Pentapetalae,Fagales,Fagaceae,3512,unranked level used,,
plants,angiosperm,Quercus,suber,Quercus suber,,,,"Phylogeog in cork Oak, Annals of Botany (pdf)",,see range map pdf) native to southwest Europe and northwest Africa.,missing S RL (N Africa),remove,missing S RL (N Africa),,,,,,,,,AH,,Terrestrial,,46,tmax,,25,1,36.8,10.1,25,Ghouil et al 2003,,,,,,,,,,,,,,W,Foliage from seeding  critical temperature for PSII stability (Tc)  ,,Quercus,suber,Plantae,Streptophyta,Pentapetalae,Fagales,Fagaceae,58331,unranked level used,,
plants,lichen,Ramalina,maciformis,Ramalina maciformis,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-11.4,ctmin,,,,30.5,35.1,,Lange 1965,1,,,W,CTMIN= temp at which they no longer intake co2   ,,Ramalina,maciformis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,643233,,,
plants,lichen,Ramalina,sp.,Ramalina sp.,no occurances,,,,,,,,,,,,,,,,,,,Terrestrial,,44.1,LT100,,,,-28.6,16.5,50,Maphangwa_et_al 2014,1,,,,,,,,,,,,,W,"lethal photosynthetic temp
photosynthesis lethal temp   ",,Ramalina,sp.,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,NA,,,
plants,angiosperm,Raoulia,grandiflora,Raoulia grandiflora,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-7.6,LT50,,0.083,FF,-45.4,170.1,1240,Bannister et al. 2005,1,,,W,Foliage New Zealand FF = processed within 24hrs  ,,Raoulia,grandiflora,Plantae,Streptophyta,Pentapetalae,Asterales,Asteraceae,279376,unranked level used,,
plants,angiosperm,Raoulia,hectorii,Raoulia hectorii,,,,,,,,,,,,,,,,,,,,Terrestrial,,,,,,,,,,,,-8.7,LT50,,0.083,FF,-45.4,170.1,1240,Bannister et al. 2005,1,,,W,Foliage New Zealand FF = processed within 24hrs  ,,Raoulia,hectorii,Plantae,Streptophyta,Pentapetalae,Asterales,Asteraceae,279377,unranked level used,,
plants,angiosperm,Rhamnus,alaternus,Rhamnus alaternus,,,,,,,,,,,,,,,,,,,,Terrestrial,,44.5,T50,,,0.5,40.3,-3.7,600,Godoy et al 2011,,,,,,,,,,,,,,W,foliage t50 = 50% of initial Fv/Fm values a critical not a lethal temp   ,,Rhamnus,alaternus,Plantae,Streptophyta,Pentapetalae,Rosales,Rhamnaceae,280017,unranked level used,,
plants,angiosperm,Rhamnus,californica,Rhamnus californica,,,,,,,,,,,,,,,,,,,,Terrestrial,,59.1,tmax,,FF,,33.5,-117.1,375,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Rhamnus,californica,Plantae,Streptophyta,Pentapetalae,Rosales,Rhamnaceae,143678,unranked level used,,
plants,angiosperm,Rhamnus,crocea,Rhamnus crocea,,,,,,,,,,,,,,,,,,,,Terrestrial,,58.6,tmax,,FF,,33.5,-117.1,375,Knight & Ackerly 2002,1,,,,,,,,,,,,,W,FOLIAGE WILD COLLECTED HELD IN THE LAB FOR 6 HOURS   ,,Rhamnus,crocea,Plantae,Streptophyta,Pentapetalae,Rosales,Rhamnaceae,280019,unranked level used,,
plants,angiosperm,Rhamnus,prinoides,Rhamnus prinoides,,,,PlantZA; Friis & vollesen,http://www.plantzafrica.com/plantqrs/rhamnusprinoid.htm,"PlantZA: widespread species reaching from Swellendam through the Eastern Cape, Free State and Lesotho to KwaZulu Natal, Swaziland and into Mpumalanga, Gauteng and Northern Province. extending northwards into Africa. It grows from sea level to an altitude of about 2 100 m.  wikipedia & general refs: native to ethiopia and eritrea too.  Friis & Vollesen: Cameroon to Ethiopia, south to angola & South Africa (Cape PProv), also in tropical arabia","missing tropical arabia if really occurrs naturally there.  Otherwise overall polygon would be correct, despite missing records from central africa",partial.range,excl tropical arabia (gbif only from africa),,,,,,,,,AH,,Terrestrial,,,,,,,,,,,,-4.9,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South African plants in the New Zealand winter   ,,Rhamnus,prinoides,Plantae,Streptophyta,Pentapetalae,Rosales,Rhamnaceae,280022,,,
plants,angiosperm,Rhaphithamnus,spinosus,Rhaphithamnus spinosus,,,,Chileflora,http://www.chileflora.com/Florachilena/FloraEnglish/HighResPages/EH0141.htm,region IV to X!,excl point in antarctica,excl.points,,,,,,,,-47,-29,AH,,Terrestrial,,,,,,,,,,,,-7.9,LT50,,,FF,,,,Bannister & Lord 2010,3,,,C,South American plant in NZ Botanical gardens   ,,Rhaphithamnus,spinosus,Plantae,Streptophyta,Pentapetalae,Lamiales,Verbenaceae,39365,,,
